file_name,evaluator,audio_quality,emotion_recognized
1612871109950.wav,2116b7b5ba182d8fbc46f79f93be85190a70051c85d8f0650b8ddfdf9ef0dec5,good,neutrality
1612871109950.wav,dab5bef377257560673ee2dea5e7a7144762e613955b2195fa95b0ff3d4d1d07,good,neutrality
1612888008005.wav,b3c7c357c77848765caaded035be8800169fb4dc53996f78ed5b0b24403427f4,good,neutrality
1612888008005.wav,8c5ffc40cc93db4ed88639bde4845c4fae5959c3ac2ea05c6359edf08ac379ce,good,joy
1612888008005.wav,c7e6fd8f44a628b20a7e55c387105354f9592b834c86f4a05e746c6817c3d34d,good,disgust
1612888008005.wav,ecd91d8b505d4bab56a96201ff3e58d9e18ce84d5b7f4231f98c9cb24bb900a9,good,anger
1612888008005.wav,071ad389ee3249379958d71c0a9e644aa4983841b22e397e52476d85b5433d49,good,surprise
1612887937083.wav,0612d4767fce7c2577f2e1c310b8a73306cc42e394da3f42afa621be1183ffaa,good,neutrality
1612887937083.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1612887937083.wav,01e350f0fba0babeb83ac84a4f5f5e22aada0f78dfd1804fa3de1985568fb6e1,good,anger
1612887937083.wav,066053274a4b0ea45cb1413645fa25c66ee173c59f911640f35038b4ee6bb3ed,good,joy
1612887937083.wav,b221aaddb68afa0c6af54ec9cf604646b3fa65b2c11f519ad4c92c888217229c,good,neutrality
1612872607312.wav,0612d4767fce7c2577f2e1c310b8a73306cc42e394da3f42afa621be1183ffaa,good,joy
1612872607312.wav,e84aef587fca9b7a81721586cba38b4497fdd4f0c4c9d0c6075a6c9476221ece,good,joy
1612872607312.wav,b1c375642dc3f7587c0705877eb5f57b69f7e4a8b288a435cc3d948df8767ebe,good,surprise
1612872607312.wav,fb338e53da57ec89c638f24e8f87697a70d0c0d8e4cc3a56f754211d2c6f0444,good,joy
1612872607312.wav,0abf2e603147c85ee32fc5796f7cda0765486db70eed2a1075680bf8be884f12,good,joy
1612877861287.wav,8c5ffc40cc93db4ed88639bde4845c4fae5959c3ac2ea05c6359edf08ac379ce,good,sadness
1612877861287.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,good,neutrality
1612877861287.wav,395acd169ca407da8ba4ce63046bbea547468235c2823b28d28a4d66f1bd7bb6,good,neutrality
1612877861287.wav,066053274a4b0ea45cb1413645fa25c66ee173c59f911640f35038b4ee6bb3ed,good,neutrality
1612877861287.wav,964e4466b4b56f25bae5f24dcee4328619424fed1b94fe9fa427ebb18d8a31bf,good,neutrality
1612982011084.wav,8c5ffc40cc93db4ed88639bde4845c4fae5959c3ac2ea05c6359edf08ac379ce,good,sadness
1612982011084.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,good,sadness
1612982011084.wav,a7be23ab6a8fd244ad8baddc724dc9797547e883c8d7581a011ab55eceb5948b,bad,sadness
1612982011084.wav,3e385e9d075ac064233b4a076e4254effeb69afc80e38169b7c1f5e27647eddf,good,anger
1612982011084.wav,634644a9e46cca84f8bf5ffa667570da79dc01cba9d72bb470f9a625b1d4e434,good,sadness
1612883354832.wav,ea4b096611ef2686eebb0c34e812f3f6c94dd5ff2c8aef1524c76481495ad258,good,anger
1612883354832.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,joy
1612883354832.wav,84b41c1a895fca2d2402c6e89888d3ad2eb3f388fc759da0e207845bfa2cec99,good,joy
1612883354832.wav,9ff18ebe7449349f358e3af0b57cf7a032c1c6b2272cb2656ff85eb112232f16,good,joy
1612883354832.wav,fe70d86d5b63d98b3e7ebd8787598273978001174d70f89c270c038ac3b9140c,good,joy
1612982045754.wav,d29f26819b40c917b1ec3f84be61df5d4c155e270d2180842726bf217dc837b5,bad,fear
1612982045754.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,neutrality
1612982045754.wav,1bbcb696c08f6f7a9e50ae937e79f11ba85e87009e5a0e21da1814dcda6ee00a,bad,fear
1612982045754.wav,6c1b4800571dd702b66d5c362ffbd27a6e8c6b376c9490533ce2fa4e57ee45d5,good,surprise
1612982045754.wav,ff4531c0ff701c2d0d919eab503e24d86b2895c907303ade4fbaf404fa51f912,good,fear
1613043829430.wav,d29f26819b40c917b1ec3f84be61df5d4c155e270d2180842726bf217dc837b5,good,neutrality
1613043829430.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,neutrality
1613043829430.wav,2a3417648de2abfec3997010017b65d5157dd0049cf9724087d0d241275e213e,good,neutrality
1613043829430.wav,a17d6fd220f3ca942fef1848aaf9d61c9aa7f454553d2bd2416714453a530a8b,good,joy
1613043829430.wav,e425df4886ff6a01c6bd2d139e9f441e76874f2fa6e2ed6d806dc1c622f2fb10,good,neutrality
1613050080929.wav,d29f26819b40c917b1ec3f84be61df5d4c155e270d2180842726bf217dc837b5,good,surprise
1613050080929.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,good,surprise
1613050080929.wav,1bbcb696c08f6f7a9e50ae937e79f11ba85e87009e5a0e21da1814dcda6ee00a,good,surprise
1613050080929.wav,1fd9b3ed8af4177fb09ec3efa8be5366496647bfbc77df248fb5f652b4922c42,good,sadness
1613050080929.wav,634644a9e46cca84f8bf5ffa667570da79dc01cba9d72bb470f9a625b1d4e434,good,joy
1612871090517.wav,d29f26819b40c917b1ec3f84be61df5d4c155e270d2180842726bf217dc837b5,good,neutrality
1612871090517.wav,157508b27c7f237d979b566e57fdcf1295d370ca37407f5eb0f2ae5c30835a2a,good,neutrality
1612871090517.wav,ee1516bec131b457dafb805adf097e1deb074c2822cb624041a48a6d09c3de51,good,neutrality
1612871090517.wav,ff8255c28a06cb8237ef8f08328651cc84b55935dcd5315dc01c399bf6ca77eb,good,neutrality
1612871090517.wav,72934d3170320ab925324a3362293c6e1b662a0dde5c2a0cbef6163457c52cb0,good,neutrality
1612993577529.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,bad,disgust
1612993577529.wav,157508b27c7f237d979b566e57fdcf1295d370ca37407f5eb0f2ae5c30835a2a,good,sadness
1612993577529.wav,395acd169ca407da8ba4ce63046bbea547468235c2823b28d28a4d66f1bd7bb6,good,sadness
1612993577529.wav,37fc5837dc0308ea78bfa740281849c2e3150af9a51607b70a2761400b2d892e,good,sadness
1612993577529.wav,1a1f4f7350278c7ac97e1a56b70615df8d6c30137d087dadcd8d17a47762551b,good,sadness
1612982076287.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,good,anger
1612982076287.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,anger
1612982076287.wav,395acd169ca407da8ba4ce63046bbea547468235c2823b28d28a4d66f1bd7bb6,good,fear
1612982076287.wav,a1a5f083f0a09e5e29b27ae8f6dd2038f36e71d27cfe9154573a53cf20a667a3,good,neutrality
1612982076287.wav,29a040414abb26dc4fa55255015d8243dc31b10ccdbb178e454c1e36a597ef0d,good,anger
1612981997929.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,anger
1612981997929.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,anger
1612981997929.wav,787b27fdac05eac5b500573f836c93189990cad7577243840d9e85c2860d52e4,good,anger
1612981997929.wav,e4eb84edee9c9d06e3f9019cea3f2dd625df6558170270dbd7a1792452433557,good,neutrality
1612981997929.wav,1a1f4f7350278c7ac97e1a56b70615df8d6c30137d087dadcd8d17a47762551b,good,sadness
1612982154536.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,surprise
1612982154536.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1612982154536.wav,157508b27c7f237d979b566e57fdcf1295d370ca37407f5eb0f2ae5c30835a2a,good,disgust
1612982154536.wav,01e350f0fba0babeb83ac84a4f5f5e22aada0f78dfd1804fa3de1985568fb6e1,good,neutrality
1612982154536.wav,669017e1461557903e78eff1b6264313025627cf9fd2aa02236ddd221701523d,good,neutrality
1613050872495.wav,947335053543c46c437d2f2b963fd008dce769e4ed0e6dab2227e79566fbe30a,good,surprise
1613050872495.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,fear
1613050872495.wav,e6aed5fd6bea50f9741f6ec575b597ff4af8f90abd8a8c64314c4b53b4c525a4,good,fear
1613050872495.wav,44a0efbe2d2a7db35ee1f5f4ae7a130e93685b5a7012527aa5b953785bf44faa,good,fear
1613050872495.wav,d42c4b51ecaf015f7a60db7c593d74510bc2c2076ed60c63c90dbccbaf2e2019,good,fear
1613061276308.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,joy
1613061276308.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,good,joy
1613061276308.wav,01e350f0fba0babeb83ac84a4f5f5e22aada0f78dfd1804fa3de1985568fb6e1,good,joy
1613061276308.wav,b869204cfe98a2ff16b74263ed188029123cd2ad6f13855f936cbb1d8a7a9f1d,good,joy
1613061276308.wav,964e4466b4b56f25bae5f24dcee4328619424fed1b94fe9fa427ebb18d8a31bf,good,surprise
1612993617047.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,neutrality
1612993617047.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,bad,joy
1612993617047.wav,f47a4b071fbb8bde43bd39109d456d5d403a2338ea17c398583fcaf0cc9a2d31,good,joy
1612993617047.wav,19ae5f1abef9f3999cd3c797229939b9bc474b7ac61bbaaee83d85d91c2e769a,good,joy
1612993617047.wav,95773903ba7cb0e653fc778e3bcb3e270fa452577db4e5638449c5993918ba91,good,joy
1613061625414.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1613061625414.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,good,sadness
1613061625414.wav,e6aed5fd6bea50f9741f6ec575b597ff4af8f90abd8a8c64314c4b53b4c525a4,good,sadness
1613061625414.wav,29b3e92a938542baeca9a988641804667d74798daf3b05ecd970931fb2cf3c5e,good,sadness
1613061625414.wav,527df178656bc694b341866a23c092b554b0f1fd95e2755f48967b7c4d2f5ef7,good,neutrality
1612982093805.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1612982093805.wav,e84aef587fca9b7a81721586cba38b4497fdd4f0c4c9d0c6075a6c9476221ece,good,surprise
1612982093805.wav,05b1d7c701b0d083d1b24fe2d158d7575bff977c4058cdc2530876e9eb766783,bad,surprise
1612982093805.wav,17b7e72d51f2291a7f9fb4b10ca3c90b6284587c0b15fe4c6cfaf1eef32dc851,good,surprise
1612982093805.wav,b6e0669ca12b5fd46e4bda65fe33330293a3f4fd78859d52620eb8e21797de06,good,surprise
1612993550984.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1612993550984.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,bad,sadness
1612993550984.wav,84b41c1a895fca2d2402c6e89888d3ad2eb3f388fc759da0e207845bfa2cec99,good,sadness
1612993550984.wav,f12c2c31c3d353aa849a8df40e3d057a8ff361efeb5ae08c0899914f277c0a67,good,sadness
1612993550984.wav,7a1bf8e53d0fdda65036ed1c8e14310b439e11875ca5b06f8e7bf4c9c203c59a,good,sadness
1613050033657.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,sadness
1613050033657.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1613050033657.wav,8687e581ad2a82aa7884ec5890d07f94834b5e81ad7638ae46b3aae972a40b3e,good,neutrality
1613050033657.wav,29b3e92a938542baeca9a988641804667d74798daf3b05ecd970931fb2cf3c5e,good,sadness
1613050033657.wav,071ad389ee3249379958d71c0a9e644aa4983841b22e397e52476d85b5433d49,good,sadness
1612982107968.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,sadness
1612982107968.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1612982107968.wav,ee1516bec131b457dafb805adf097e1deb074c2822cb624041a48a6d09c3de51,good,fear
1612982107968.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,sadness
1612982107968.wav,e8b9bf910f1530a996eb0e608275e86ea0f8343fc1b6077583e8a9c182939ec5,good,sadness
1612887913482.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,disgust
1612887913482.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,good,joy
1612887913482.wav,1ae2a40d6e3a1b8c6041da953f650dc017fea8c646648bba5624f458e4773236,good,joy
1612887913482.wav,e0a5102f130b353d300a24a1ad725389546b235dccbcf46f7c004e4c0a875bab,good,neutrality
1612887913482.wav,e62ace0bf458cae5f81990bdd4e15d9064215b6409272f6c3b2c4f25296eb524,good,joy
1613058177362.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,anger
1613058177362.wav,ef924a25a0a0a16ce746b399ac7fb8ce4ff3b537d90273cb4feb9c5ab7edcd47,good,neutrality
1613058177362.wav,0bf9acd7b844c6febaf385821a2dfe6844dd0f82bd2554c147f5dfcad93a38f4,good,anger
1613058177362.wav,5d627539b9905f0775a597946b990ed745940e7b7a2e39bc28830e54edbc09b0,good,surprise
1613058177362.wav,730d7730905b01b930ede7d0aaeef6649985bf1c696a5619241989313c320fa8,good,anger
1612880179201.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1612880179201.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,good,neutrality
1612880179201.wav,2a3417648de2abfec3997010017b65d5157dd0049cf9724087d0d241275e213e,good,surprise
1612880179201.wav,a5d5bb034709c835414fa7e5abbf76fb149a4158259f6e65af34213daa45a1ff,good,fear
1612880179201.wav,8df0f8135403ddc4aa69bf7aac89076ce928327dab3148396ccb320709470f41,good,surprise
1613057986161.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,sadness
1613057986161.wav,fa0fda6a452674c96588e7393247fed1e585c6cb647ad1305da385feaef900e6,good,sadness
1613057986161.wav,976dd836c8218d80deda1fa6934cd87a25819f518e6b57f878e8d13854b3cbf6,good,sadness
1613057986161.wav,066053274a4b0ea45cb1413645fa25c66ee173c59f911640f35038b4ee6bb3ed,good,sadness
1613057986161.wav,ef4806365759228cbb8ad6b367c43c96d91112db17c160bdbc94bfc93f8f8339,good,sadness
1613061075336.wav,ef924a25a0a0a16ce746b399ac7fb8ce4ff3b537d90273cb4feb9c5ab7edcd47,good,surprise
1613061075336.wav,51ff031549a0a4f0e55770419348d08448619eee2ae96f51de3403a0a350931f,good,surprise
1613061075336.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1613061075336.wav,b869204cfe98a2ff16b74263ed188029123cd2ad6f13855f936cbb1d8a7a9f1d,good,surprise
1613061075336.wav,730d7730905b01b930ede7d0aaeef6649985bf1c696a5619241989313c320fa8,good,anger
1612981972855.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,sadness
1612981972855.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,neutrality
1612981972855.wav,1ae2a40d6e3a1b8c6041da953f650dc017fea8c646648bba5624f458e4773236,good,disgust
1612981972855.wav,e6aed5fd6bea50f9741f6ec575b597ff4af8f90abd8a8c64314c4b53b4c525a4,good,sadness
1612981972855.wav,54ff0a3135159b4165fab02842241e1c6187b93f68760f8944f1218ab7d8e6d0,good,sadness
1612982027162.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,surprise
1612982027162.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1612982027162.wav,1ae2a40d6e3a1b8c6041da953f650dc017fea8c646648bba5624f458e4773236,good,fear
1612982027162.wav,c639356dcc00025c2720db4e630d09d8487b0e0795934cf334231df8f357f530,good,neutrality
1612982027162.wav,669017e1461557903e78eff1b6264313025627cf9fd2aa02236ddd221701523d,good,fear
1613057780217.wav,ef924a25a0a0a16ce746b399ac7fb8ce4ff3b537d90273cb4feb9c5ab7edcd47,good,joy
1613057780217.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,good,sadness
1613057780217.wav,01e350f0fba0babeb83ac84a4f5f5e22aada0f78dfd1804fa3de1985568fb6e1,good,disgust
1613057780217.wav,d4bbc5043503b9aed309ede00854ee48937684b57a1cc030ee5f42986fbfed7c,good,surprise
1613057780217.wav,201294687adac1a159241439c3f8179de79daf7c555b2ff88fa3fa3f93acfa81,good,disgust
1613061817895.wav,ef924a25a0a0a16ce746b399ac7fb8ce4ff3b537d90273cb4feb9c5ab7edcd47,good,neutrality
1613061817895.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,good,disgust
1613061817895.wav,4034aa3f6f34df946b109b7c581760c389e02adb7f2377ea0a01314abff831d1,good,neutrality
1613061817895.wav,7d18f6854b6e82da6764dbb37a9bd849129843aef59f6313caca0dc42006f780,good,disgust
1613061817895.wav,8a2539e2b69d9daf9d58dd63ee74ddfc4ef984015881f541b940755c92d0747f,good,neutrality
1612969363951.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,neutrality
1612969363951.wav,157508b27c7f237d979b566e57fdcf1295d370ca37407f5eb0f2ae5c30835a2a,good,neutrality
1612969363951.wav,1ae2a40d6e3a1b8c6041da953f650dc017fea8c646648bba5624f458e4773236,bad,neutrality
1612969363951.wav,83a5e431f1f41733f1e7695b184ecbc78619719f8cc20688eac3f9dbacb2d0ad,good,neutrality
1612969363951.wav,47484ecbdcabbbef62dcf6d5b540750c912c6d643501f2554f733f8fe3cba74f,bad,neutrality
1613051944794.wav,ef924a25a0a0a16ce746b399ac7fb8ce4ff3b537d90273cb4feb9c5ab7edcd47,good,surprise
1613051944794.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,surprise
1613051944794.wav,53a990473b7723dca2025df3ec4cff9deca8a731c9d78c6918621e8f62e982cc,good,joy
1613051944794.wav,c628277db8371b0d20d5fdf2ecc22bd62153e05f4954e303a665b08a22f657d9,good,surprise
1613051944794.wav,395fed79324d13620630ff0c8632c420d3a96d62ce719ef03079fce40590c802,good,surprise
1613061895213.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,good,disgust
1613061895213.wav,9f708824dac5365d965b24a88514c382f13fea6671063de5309a07f762bdc0a0,good,disgust
1613061895213.wav,73a9ac955fd84cd13e8d3cd832befc7b75ffcea9b30b9ed23f45cc5c5ba156df,good,sadness
1613061895213.wav,e10f977f7200716656189dd33756b8266ccca5277aff8349b77cc138159f6f81,good,sadness
1613061895213.wav,730d7730905b01b930ede7d0aaeef6649985bf1c696a5619241989313c320fa8,good,joy
1612982146424.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1612982146424.wav,157508b27c7f237d979b566e57fdcf1295d370ca37407f5eb0f2ae5c30835a2a,good,anger
1612982146424.wav,3556cc81012660d467dd32a99d71ed778491a874ee16fd90bed4d6a54eeb5cec,good,anger
1612982146424.wav,ecd91d8b505d4bab56a96201ff3e58d9e18ce84d5b7f4231f98c9cb24bb900a9,good,neutrality
1612982146424.wav,8146dd4391e63f36ce9393a4fb522d59bce1acfcc69c8449df00410ddfc693b7,bad,anger
1613058328259.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,fear
1613058328259.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,good,anger
1613058328259.wav,01e350f0fba0babeb83ac84a4f5f5e22aada0f78dfd1804fa3de1985568fb6e1,good,fear
1613058328259.wav,83a5e431f1f41733f1e7695b184ecbc78619719f8cc20688eac3f9dbacb2d0ad,good,sadness
1613058328259.wav,617e865b0a149f5dca79180460a7e50f0150799d7dcbe0fca8a9e9cfdf955f16,good,fear
1612871145506.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,neutrality
1612871145506.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1612871145506.wav,1bbcb696c08f6f7a9e50ae937e79f11ba85e87009e5a0e21da1814dcda6ee00a,good,neutrality
1612871145506.wav,9b198cebe10400350300901eeede9ab67c9b72629191db4b0aed6ef47732d51f,good,neutrality
1612871145506.wav,79981b55db9e7cb283b3805d774b0a55d932aa072742b59051196630d45bb2f0,good,neutrality
1613061658481.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,neutrality
1613061658481.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1613061658481.wav,e6aed5fd6bea50f9741f6ec575b597ff4af8f90abd8a8c64314c4b53b4c525a4,good,neutrality
1613061658481.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,neutrality
1613061658481.wav,3132c1f8076608608807cf684b3e3bd1247cbfa46672c85918bbc0f5479066a7,good,anger
1613057166771.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1613057166771.wav,0518bb1812bd73aeb1a16e59f6205fca9f97ad2975fbe1a5ce10ef9389de091e,good,joy
1613057166771.wav,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,good,surprise
1613057166771.wav,6ae3909b9e60f445c5496fae48ebef28f052c28f2bc231353d0fc199de038c7b,good,disgust
1613057166771.wav,2e7d2c03a9507ae265ecf5b5356885a53393a2029d241394997265a1a25aefc6,good,neutrality
1613061155203.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1613061155203.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,good,neutrality
1613061155203.wav,01e350f0fba0babeb83ac84a4f5f5e22aada0f78dfd1804fa3de1985568fb6e1,good,disgust
1613061155203.wav,ecd91d8b505d4bab56a96201ff3e58d9e18ce84d5b7f4231f98c9cb24bb900a9,good,neutrality
1613061155203.wav,0e42317a84ce879b55f7523a8297d4fe2acf1f6657c6e7574d8254736f15eca6,good,neutrality
1612982137341.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,anger
1612982137341.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,anger
1612982137341.wav,0bf9acd7b844c6febaf385821a2dfe6844dd0f82bd2554c147f5dfcad93a38f4,good,anger
1612982137341.wav,4b8e790e7ff6bf46058c9b644473c1e7a40282562f1a4f744d64d54364cf7467,good,anger
1612982137341.wav,b303f83b7fbae7040ecf6d06f727fdc3dfdac8dac74c0e4b43cdd5af46958b22,good,anger
1613057182406.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,good,joy
1613057182406.wav,157508b27c7f237d979b566e57fdcf1295d370ca37407f5eb0f2ae5c30835a2a,good,fear
1613057182406.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,fear
1613057182406.wav,9e18f9c9f910841b5d708749f600a3ea272a2438b5b54a561277c2bc35b95820,good,sadness
1613057182406.wav,0e42317a84ce879b55f7523a8297d4fe2acf1f6657c6e7574d8254736f15eca6,good,sadness
